ENA_RUN_ACCESSION,SET1,ANTIBIOGRAM1,SET2,ANTIBIOGRAM2,SET3,ANTIBIOGRAM3
ERR4798135,basic,RRRRSRRRSSSRRSR,nulls,RRRRSRRRSSSRRSR,nulls+minors,RRRRSRRRSSSRRSR
ERR4798137,basic,SSSSSSSSSSUUUUU,nulls,SSSSSSSSSSUUUUU,nulls+minors,SSSSSSSSSSUUUUU
ERR4798183,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4798187,basic,RRRSSSRRSSSRUSS,nulls,RRRSSSRRSSSRUSS,nulls+minors,RRRSSSRRSSSRUSS
ERR4798212,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4798230,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4798243,basic,RRRRSSRRSUSRRSS,nulls,RRRRSSRRSUSRRSS,nulls+minors,RRRRSSRRSURRRRR
ERR4798254,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4798261,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4798265,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4798281,basic,RRURSRRRSUSRSSS,nulls,RRURSRRRSUSRSSS,nulls+minors,RRURSRRRSUSRSSS
ERR4798292,basic,RRRUSSRRSUSRRRS,nulls,RRRUSSRRSUSRRRS,nulls+minors,RRRUSSRRSUSRRRS
ERR4798304,basic,RRSRSSRRSSRRURR,nulls,RRSRSSRRSSRRURR,nulls+minors,RRSRSSRRSSRRURR
ERR4798328,basic,SSSSSSSSSSSRSSS,nulls,SSSSSSSSSSSRSSS,nulls+minors,SSSSSSSSSSSRSSS
ERR4798344,basic,SSSSSSSSSSSUUSS,nulls,SSSSSSSSSSSUUSS,nulls+minors,SSSSSSSSSSSUUSS
ERR4798355,basic,RRRUSSUUSSSRRSS,nulls,RRRUSSUUSSSRRSS,nulls+minors,RRRUSSUUSSSRRSS
ERR4798358,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4798366,basic,SRSSSSSSSSSSUSS,nulls,SRSSSSSSSSSSUSS,nulls+minors,SRSSSSSSSSSSUSS
ERR4798368,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR4798371,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSRRURR
ERR4798419,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4798422,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4798423,basic,RRRRSSRRSUSRRSS,nulls,RRRRSSRRSUSRRSS,nulls+minors,RRRRSSRRSUSRRSS
ERR4798425,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4798434,basic,SSSSSSSSSSSUUSS,nulls,SSSSSSSSSSSUUSS,nulls+minors,SSSSSSSSSSSUUSS
ERR4798473,basic,RRRRSRRRSUSRUSS,nulls,RRRRSRRRSUSRUSS,nulls+minors,RRRRSRRRSUSRUSS
ERR4798500,basic,RRRRSSRRSSRRSRR,nulls,RRRRSSRRSSRRSRR,nulls+minors,RRRRSSRRSSRRSRR
ERR4798523,basic,RRSRSSSSSSUURUU,nulls,RRSRSSSSSSUURUU,nulls+minors,RRSRSSSSSSUURUU
ERR4798563,basic,RRSRSSRRSSSRUSS,nulls,RRSRSSRRSSSRUSS,nulls+minors,RRSRSSRRSSSRUSS
ERR4798581,basic,RRSRSSSSSSSRSUS,nulls,RRSRSSSSSSSRSUS,nulls+minors,RRSRSSSSSSSRSUS
ERR4798617,basic,RRRUSRRRSURRRRR,nulls,RRRUSRRRSURRRRR,nulls+minors,RRRUSRRRSURRRRR
ERR4798653,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR4798658,basic,RRRRSSRRSSRURRR,nulls,RRRRSSRRSSRURRR,nulls+minors,RRRRSSRRSSRURRR
ERR4798685,basic,RRURSRRRSSSRRRS,nulls,RRURSRRRSSSRRRS,nulls+minors,RRURSRRRSSSRRRS
ERR4798686,basic,RRRRSRRRSSRRRRR,nulls,RRRRSRRRSSRRRRR,nulls+minors,RRRRSRRRSSRRRRR
ERR4798691,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR4798694,basic,RRRRSSRRSUSRRSS,nulls,RRRRSSRRSUSRRSS,nulls+minors,RRRRSSRRSUSRRSS
ERR4798723,basic,RRRRSRRRSUSRRSS,nulls,RRRRSRRRSUSRRSS,nulls+minors,RRRRSRRRSUSRRSS
ERR4798736,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR4798760,basic,RRRUSSRRSSSRRSS,nulls,RRRUSSRRSSSRRSS,nulls+minors,RRRUSSRRSSSRRSS
ERR4798787,basic,RRSRSSRRSSRRURR,nulls,RRSRSSRRSSRRURR,nulls+minors,RRSRSSRRSSRRURR
ERR4798823,basic,RSSSSSSSSSSUSSS,nulls,RFFFFSSSSSFUFFF,nulls+minors,RFRRFSSSSSFUFFF
ERR4798828,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR4798831,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4798843,basic,RRRRSRRRSSSRUSS,nulls,RRRRSRRRSSSRUSS,nulls+minors,RRRRSRRRSSSRUSS
ERR4798875,basic,RRRUSSRRSUSRRRS,nulls,RRRUSSRRSUSRRRS,nulls+minors,RRRUSSRRSUSRRRS
ERR4798890,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4798936,basic,RRRUSSSSSSRURRR,nulls,RRRUSSSSSSRURRR,nulls+minors,RRRUSSSSSSRURRR
ERR4798968,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4798969,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4799021,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4799027,basic,RRSRSRRRSSSRSSS,nulls,RRSRSRRRSSSRSSS,nulls+minors,RRSRSRRRSSSRSSS
ERR4799028,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4799051,basic,RRRRSSRRSUSSRSS,nulls,RRRRSSRRSUSSRSS,nulls+minors,RRRRSSRRSURSRRR
ERR4799066,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4799077,basic,RRSRSSRRSSRRSRR,nulls,RRSRSSRRSSRRSRR,nulls+minors,RRSRSSRRSSRRSRR
ERR4799081,basic,SUSSSUSSSSSSSSS,nulls,SUSSSUSSSSSSSSS,nulls+minors,SUSSSUSSSSSSSSS
ERR4799098,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4799106,basic,URRRUSRRUSRURRR,nulls,URRRUSRRUSRURRR,nulls+minors,RRRRUSRRUSRURRR
ERR4799131,basic,RRRRSRRRSUSRRSS,nulls,RRRRSRRRSUSRRSS,nulls+minors,RRRRSRRRSUSRRSS
ERR4799155,basic,RRURSSRRSSRRRRR,nulls,RRURSSRRSSRRRRR,nulls+minors,RRURSSRRSSRRRRR
ERR4799162,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4799178,basic,RRRRSSSSSSRURRR,nulls,RRRRSSSSSSRURRR,nulls+minors,RRRRSSSSSSRURRR
ERR4799206,basic,RRRRSRRRSUURRUS,nulls,RRRRSRRRSUURRUS,nulls+minors,RRRRSRRRSUURRUS
ERR4799214,basic,RRRRSRRRSURRRRR,nulls,RRRRSRRRSURRRRR,nulls+minors,RRRRSRRRSURRRRR
ERR4799222,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSRRRRR
ERR4799226,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4799245,basic,RRRUSSRRSSSRRSU,nulls,RRRUSSRRSSSRRSU,nulls+minors,RRRUSRRRSSSRRSU
ERR4799252,basic,RRRRSRRRSUSRRSS,nulls,RRRRSRRRSUSRRSS,nulls+minors,RRRRSRRRSUSRRSS
ERR4799267,basic,RRRRSRRRSSSRRSS,nulls,RRRRSRRRSSSRRSS,nulls+minors,RRRRSRRRSSSRRSS
ERR4799276,basic,RRRRSSUUSSRRURR,nulls,RRRRSSUUSSRRURR,nulls+minors,RRRRSSUUSSRRURR
ERR4799302,basic,RRRRSSRRSSRRSRR,nulls,RRRRSSRRSSRRSRR,nulls+minors,RRRRSSRRSSRRSRR
ERR4799348,basic,RRRRSRRRSSRRRRR,nulls,RRRRSRRRSSRRRRR,nulls+minors,RRRRSRRRSSRRRRR
ERR4799356,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4799379,basic,RRRUSURRSUSRRRS,nulls,RRRUSURRSUSRRRS,nulls+minors,RRRUSURRSUSRRRS
ERR4799433,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR4799436,basic,RRRRSSRRSURRURR,nulls,RRRRSSRRSURRURR,nulls+minors,RRRRSSRRSURRURR
ERR4799456,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4799463,basic,RRRRSSRRSSRRSRR,nulls,RRRRSSRRSSRRSRR,nulls+minors,RRRRSSRRSSRRSRR
ERR4799472,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSRRRRR
ERR4799491,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR4799493,basic,RRRRSSRRSSSUSSS,nulls,RRRRSSRRSSSUSSS,nulls+minors,RRRRSSRRSSSUSSS
ERR4799503,basic,RSSSSSUUSSRRURR,nulls,RSSSSSUUSSRRURR,nulls+minors,RSSSSSUUSSRRURR
ERR4799508,basic,RRRURRRRRURRRRR,nulls,RRRURRRRRURRRRR,nulls+minors,RRRURRRRRURRRRR
ERR4799517,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4799529,basic,RRRRSRRRSURRRRR,nulls,RRRRSRRRSURRRRR,nulls+minors,RRRRSRRRSURRRRR
ERR4799554,basic,SSSSSSSSSSSUUSS,nulls,SSSSSSSSSSSUUSS,nulls+minors,SSSSSSSSSSSUUSS
ERR4799556,basic,RRSRSSSSSSSRUSS,nulls,RRSRSSSSSSSRUSS,nulls+minors,RRSRSSSSSSSRUSS
ERR4799578,basic,RRRRSSRRSUURRUS,nulls,RRRRSSRRSUURRUS,nulls+minors,RRRRSSRRSUURRUS
ERR4799587,basic,URRRSRSSSSRUSRR,nulls,URRRSRSSSSRUSRR,nulls+minors,URRRSRRRSSRUSRR
ERR4799622,basic,RRRRSRRRSSSRRSS,nulls,RRRRSRRRSSSRRSS,nulls+minors,RRRRSRRRSSSRRSS
ERR4799625,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4799634,basic,RRRRRRRRSSRRRRR,nulls,RRRRRRRRSSRRRRR,nulls+minors,RRRRRRRRSSRRRRR
ERR4799651,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4799657,basic,RRRRSRRRSSRRRRR,nulls,RRRRSRRRSSRRRRR,nulls+minors,RRRRSRRRSSRRRRR
ERR4799670,basic,RRRRSRRRSSSRUSS,nulls,RRRRSRRRSSSRUSS,nulls+minors,RRRRSRRRSSSRUSS
ERR4799681,basic,RRRUSRRRSUSRURS,nulls,RRRUSRRRSUSRURS,nulls+minors,RRRUSRRRSUSRURS
ERR4799682,basic,SSSSSSRRSUSSSSS,nulls,SSSSSSRRSUSSSSS,nulls+minors,SSSSSSRRSUSSSSS
ERR4799689,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR4799711,basic,SSSSSSSSSSSUSSS,nulls,SSSSSSSSSSSUSSS,nulls+minors,SSSSSSSSSSSUSSS
ERR4799719,basic,RRRRSRRRSUSRRSS,nulls,RRRRSRRRSUSRRSS,nulls+minors,RRRRSRRRSUSRRSS
ERR4799754,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR4799790,basic,RRURSRRRSSSRRSU,nulls,RRURSRRRSSSRRSU,nulls+minors,RRURSRRRSSRRRRR
ERR4799815,basic,RRRRSSRRSSSRSSS,nulls,RRRRSSRRSSSRSSS,nulls+minors,RRRRSSRRSSSRSSS
ERR4799830,basic,RRRUSRRRSUSRRRS,nulls,RRRUSRRRSUSRRRS,nulls+minors,RRRUSRRRSUSRRRS
ERR4799841,basic,RRRRSRUUSSRRRRR,nulls,RRRRSRUUSSRRRRR,nulls+minors,RRRRSRUUSSRRRRR
ERR4799849,basic,RRSRSSRRSSSRSSS,nulls,RRSRSSRRSSSRSSS,nulls+minors,RRRRSSRRSSSRSSS
ERR4799874,basic,RRRRSSRRSSSRSSS,nulls,RRRRSSRRSSSRSSS,nulls+minors,RRRRSSRRSSSRSSS
ERR4799886,basic,RSSUSSSSSSSSSSS,nulls,RSSUSSSSSSSSSSS,nulls+minors,RRSUSSSSSSRSSRR
ERR4799896,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4799900,basic,RRRUSSRRSUSRRRS,nulls,RRRUSSRRSUSRRRS,nulls+minors,RRRUSSRRSUSRRRS
ERR4799901,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR4799948,basic,SUSSSSSSSUSRSSS,nulls,SUSSSSSSSUSRSSS,nulls+minors,SRSSSSSSSUSRSSS
ERR4799951,basic,RRURSSRRSURRURR,nulls,RRURSSRRSURRURR,nulls+minors,RRURSSRRSURRURR
ERR4799952,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR4799961,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSRRRSSSRRSS
ERR4799984,basic,SUSSSSSSSSSSSSS,nulls,SUSSSSSSSSSSSSS,nulls+minors,SUSSSSSSSSSSSSS
ERR4799991,basic,RRRRSSRRSSSRSSS,nulls,RRRRSSRRSSSRSSS,nulls+minors,RRRRSSRRSSSRSSS
ERR4800034,basic,RRSRSSSSSSSRRSS,nulls,RRSRSSSSSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR4800060,basic,RRRRSRRRSUSRRRS,nulls,RRRRSRRRSUSRRRS,nulls+minors,RRRRSRRRSUSRRRS
ERR4800083,basic,RRRRSSRRSSRURRR,nulls,RRRRSSRRSSRURRR,nulls+minors,RRRRSSRRSSRURRR
ERR4800091,basic,RRRRSSRRSUSRRSS,nulls,RRRRSSRRSUSRRSS,nulls+minors,RRRRSSRRSUSRRSS
ERR4800189,basic,RRRRSSRRSUSRRSS,nulls,RRRRSSRRSUSRRSS,nulls+minors,RRRRSSRRSUSRRSS
ERR4800199,basic,URRRSSSSSSSRSSS,nulls,URRRSSSSSSSRSSS,nulls+minors,URRRSSSSSSSRSSS
ERR4800249,basic,SUSSSSSSSSSSSSS,nulls,SUSSSSSSSSSSSSS,nulls+minors,SUSSSSSSSSSSSSS
ERR4800293,basic,RRRUSURRSUSRRRS,nulls,RRRUSURRSUSRRRS,nulls+minors,RRRUSURRSUSRRRS
ERR4800300,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4800309,basic,RRRRSRRRSSSRUSS,nulls,RRRRSRRRSSSRUSS,nulls+minors,RRRRSRRRSSSRUSS
ERR4800353,basic,RRRUSRRRSSSRRSS,nulls,RRRUSRRRSSSRRSS,nulls+minors,RRRUSRRRSSSRRSS
ERR4800373,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4800375,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR4800381,basic,RRSRSSRRSSSRSSS,nulls,RRSRSSRRSSSRSSS,nulls+minors,RRSRSRRRSSSRSSS
ERR4800399,basic,RRRRUSRRUSRRRRR,nulls,RRRRUSRRUSRRRRR,nulls+minors,RRRRUSRRUSRRRRR
ERR4800440,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4800455,basic,RRRRSSSSSSRRURR,nulls,RRRRSSSSSSRRURR,nulls+minors,RRRRSSSSSSRRURR
ERR4800460,basic,RSRRSSRRSSSRRSU,nulls,RSRRSSRRSSSRRSU,nulls+minors,RSRRSSRRSSSRRSU
ERR4800471,basic,RRRUSSRRSURRURR,nulls,RRRUSSRRSURRURR,nulls+minors,RRRUSSRRSURRURR
ERR4800476,basic,RRRRSRRRSSSRUSS,nulls,RRRRSRRRSSSRUSS,nulls+minors,RRRRSRRRSSSRUSS
ERR4800477,basic,RRSRSSRRSSRRSRR,nulls,RRSRSSRRSSRRSRR,nulls+minors,RRSRSSRRSSRRSRR
ERR4800480,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR4800543,basic,RSRRUSUUUSRRURR,nulls,RSRRUSUUUSRRURR,nulls+minors,RRRRUSUUUSRRURR
ERR4800564,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4800579,basic,SUSSSSSSSSSSSSS,nulls,SUSSSSSSSSSSSSS,nulls+minors,SUSSSSSSSSSSSSS
ERR4800605,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4808856,basic,RRRRRRRRRSRRRRR,nulls,RRRRRRRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR4808863,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4808864,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808866,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR4808868,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,RRSRSSRRSSRSSRR
ERR4808875,basic,RRSSSSRRSSRUURR,nulls,RRSSSSRRSSRUURR,nulls+minors,RRSSSSRRSSRUURR
ERR4808885,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808891,basic,RRRRSURRSSURRUU,nulls,RRRRSURRSSURRUU,nulls+minors,RRRRSURRSSURRUU
ERR4808892,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808894,basic,RRSSSSRRSSRUURR,nulls,RRSSSSRRSSRUURR,nulls+minors,RRSSSSRRSSRUURR
ERR4808895,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808896,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808901,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808902,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808903,basic,RRRRRRRRRSRRRRR,nulls,RRRRRRRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR4808904,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808905,basic,RRSSRSRRRSRUURR,nulls,RRSSRSRRRSRUURR,nulls+minors,RRSSRSRRRSRUURR
ERR4808918,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808932,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4808934,basic,SUSSSSSSSSUSSUS,nulls,SUSSSSSSSSUSSUS,nulls+minors,SUSSSSSSSSUSSUS
ERR4808946,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4808984,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4808988,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR4808997,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRSRRRSRRRRR
ERR4809026,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR4809039,basic,RRRRSSSSSSRRURR,nulls,RRRRSSSSSSRRURR,nulls+minors,RRRRSSSSSSRRURR
ERR4809040,basic,SRSSSSSSSSSUUSS,nulls,SRSSSSSSSSSUUSS,nulls+minors,SRSSSSSSSSSUUSS
ERR4809061,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4809063,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4809068,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4809072,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR4809074,basic,RRRRSURRSSSRRSS,nulls,RRRRSURRSSSRRSS,nulls+minors,RRRRSURRSSSRRSS
ERR4809075,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRRSRRRSRRRRR
ERR4809082,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4809107,basic,RRSSSSSSSSSSRSS,nulls,RRSSSSSSSSSSRSS,nulls+minors,RRSSSSSSSSSSRSS
ERR4809118,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4809139,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR4809143,basic,SSSSSUSSSUUUUUU,nulls,SSSSSUSSSUUUUUU,nulls+minors,SSSSSUSSSUUUUUU
ERR4809153,basic,URSSRSSSRSSSSSS,nulls,URSSRSSSRSSSSSS,nulls+minors,URSSRSSSRSSSSSS
ERR4809177,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR4809180,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR4809188,basic,RRSSSSSSSSSRRSS,nulls,RRSSSSSSSSSRRSS,nulls+minors,RRSSSSSSSSSRRSS
ERR4809201,basic,RRRRSSUUSSSRRUS,nulls,RRRRSSUUSSSRRUS,nulls+minors,RRRRSSUUSSSRRUS
ERR4809240,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,RRRRSSSSSSSSSSS
ERR4809248,basic,RRRRSUSSSSURRUU,nulls,RRRRSUSSSSURRUU,nulls+minors,RRRRSUSSSSURRUU
ERR4809256,basic,SRSSSSSSSSRUSRR,nulls,SRSSSSSSSSRUSRR,nulls+minors,SRSSSSSSSSRUSRR
ERR4809258,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR4809259,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4809262,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR4809268,basic,USSSSSSSSSSSSSS,nulls,USSSSSSSSSSSSSS,nulls+minors,URSSSSSSSSSSSSS
ERR4809274,basic,RRRRSSUUSSSRRUS,nulls,RRRRSSUUSSSRRUS,nulls+minors,RRRRSSUUSSSRRUS
ERR4809278,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4809296,basic,URSSSSSSSSUUSUU,nulls,URSSSSSSSSUUSUU,nulls+minors,URSSSSSSSSUUSUU
ERR4809310,basic,USSSSSSSSSSSUSS,nulls,USSSSSSSSSSSUSS,nulls+minors,URSSSSSSSSSSUSS
ERR4809318,basic,RRRRSUSSSSSRRSS,nulls,RRRRSUSSSSSRRSS,nulls+minors,RRRRSUSSSSSRRSS
ERR4809319,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4809320,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSRRRSSRRRRR
ERR4809322,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR4809324,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR4809330,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
