ENA_RUN_ACCESSION,SET1,ANTIBIOGRAM1,SET2,ANTIBIOGRAM2,SET3,ANTIBIOGRAM3
ERR5917983,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR5917984,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR5917992,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR5917996,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR5917997,basic,RRRRRRRRRSRRRRR,nulls,RRRRRRRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR5918002,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR5918003,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR5918006,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR5918020,basic,RRRRSSRRUSSSRSS,nulls,RRRRSSRRUSSSRSS,nulls+minors,RRRRSSRRUSSSRSS
ERR5918021,basic,SSSSSSSSSSUSSUS,nulls,SSSSSSSSSSUSSUS,nulls+minors,SSSSSSSSSSUSSUS
ERR5918022,basic,USSSSUSSSSSSSSS,nulls,USSSSUSSSSSSSSS,nulls+minors,USSSSUSSSSSSSSS
ERR5918025,basic,SRSSSSSSSUSSSSS,nulls,SRSSSSSSSUSSSSS,nulls+minors,SRSSSSSSSUSSSSS
ERR5918027,basic,USSSSSSSSSSSSSS,nulls,USSSSSSSSSSSSSS,nulls+minors,USSSSSSSSSSSSSS
ERR5918030,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR5918031,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR5918034,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR5918035,basic,RSSSSSUUSUSSRSS,nulls,RSSSSSUUSUSSRSS,nulls+minors,RSSSSSUUSUSSRSS
ERR5918046,basic,RRRUSRRRSSSRUSS,nulls,RRRUSRRRSSSRUSS,nulls+minors,RRRUSRRRSSSRUSS
ERR5918072,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR5918089,basic,RSSSSSSSSSSSRSS,nulls,RSSSSSSSSSSSRSS,nulls+minors,RSSSSSSSSSSSRSS
ERR5918091,basic,RSSSSSSSSSSRRSS,nulls,RSSSSSSSSSSRRSS,nulls+minors,RSSSSSSSSSSRRSS
ERR5918095,basic,RSSSSSSSSSSURSS,nulls,RSSSSSSSSSSURSS,nulls+minors,RSSSSSSSSSSURSS
ERR5918105,basic,SRSSSSUSSSSSSSS,nulls,SRSSSSUSSSSSSSS,nulls+minors,SRSSSSUSSSSSSSS
ERR5918114,basic,SRSSSSSSSSSUUSS,nulls,SRSSSSSSSSSUUSS,nulls+minors,SRSSSSSSSSSUUSS
ERR5918116,basic,RRRUSSRRSUSRRSS,nulls,RRRUSSRRSUSRRSS,nulls+minors,RRRUSSRRSUSRRSS
ERR5918117,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR5918119,basic,RRRRSURRSURRRRR,nulls,RRRRSURRSURRRRR,nulls+minors,RRRRSURRSURRRRR
ERR5918121,basic,RRRRSRRRSSRRRRR,nulls,RRRRSRRRSSRRRRR,nulls+minors,RRRRSRRRSSRRRRR
ERR5918153,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8665808,basic,RRRRSSRRSUSRRRR,nulls,RRRRSSRRSUSRRRR,nulls+minors,RRRRSSRRSUSRRRR
ERR8686161,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR8686164,basic,SSSSSSSSSUSSUSS,nulls,SSSSSSSSSUSSUSS,nulls+minors,SSSSSSSSSUSSUSS
ERR8686182,basic,SSSSSSUUSUSSSSS,nulls,SSSSSSUUSUSSSSS,nulls+minors,SSSSSSUUSUSSSSS
ERR8686203,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR8686214,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8686220,basic,USSSSSSSSSSSUSS,nulls,USSSSSSSSSSSUSS,nulls+minors,USSSSSSSSSSSUSS
ERR8686581,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699095,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699107,basic,RRRRSSRRUSURRUS,nulls,RRRRSSRRUSURRUS,nulls+minors,RRRRSSRRUSURRUS
ERR8699108,basic,SSSSSSSSSSUUSUU,nulls,SSSSSSSSSSUUSUU,nulls+minors,SSSSSSSSSSUUSUU
ERR8699111,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699114,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR8699116,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699120,basic,SRSSSSSSSUSSSSS,nulls,SRSSSSSSSUSSSSS,nulls+minors,SRSSSSSSSUSSSSS
ERR8699142,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699144,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR8699145,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699192,basic,RRSSSSSSSSSUUSS,nulls,RRSSSSSSSSSUUSS,nulls+minors,RRSSSSSSSSSUUSS
ERR8699200,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699759,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699767,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699775,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699776,basic,SRSSSSSSSSRUSRR,nulls,SRSSSSSSSSRUSRR,nulls+minors,SRSSSSSSSSRUSRR
ERR8699786,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699794,basic,SSSSSSSSSSUSSUS,nulls,SSSSSSSSSSUSSUS,nulls+minors,SSSSSSSSSSUSSUS
ERR8699816,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699822,basic,RSSSSSSSSSSSRSS,nulls,RSSSSSSSSSSSRSS,nulls+minors,RSSSSSSSSSSSRSS
ERR8699828,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699832,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699836,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8699839,basic,SSSSSUUSSSSSSSS,nulls,SSSSSUUSSSSSSSS,nulls+minors,SSSSSUUSSSSSSSS
ERR8699844,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR8699846,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR8699847,basic,SSSSSSSSSSUUSUU,nulls,SSSSSSSSSSUUSUU,nulls+minors,SSSSSSSSSSUUSUU
ERR8700351,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR8700366,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8700388,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR8700405,basic,SSSSSSSSSSUUSUU,nulls,SSSSSSSSSSUUSUU,nulls+minors,SSSSSSSSSSUUSUU
ERR8700406,basic,SSSSSSSSSSUUSUU,nulls,SSSSSSSSSSUUSUU,nulls+minors,SSSSSSSSSSUUSUU
ERR8975004,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR8975006,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8975007,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRURS
ERR8975008,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR8975016,basic,RRRRUSRRUSRRURR,nulls,RRRRUSRRUSRRURR,nulls+minors,RRRRUSRRUSRRURR
ERR8975020,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8975021,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975031,basic,RRURSSSSSURRURR,nulls,RRURSSSSSURRURR,nulls+minors,RRURRSSSRURRURR
ERR8975032,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8975040,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR8975055,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR8975080,basic,RRRRUURRUSRRRRR,nulls,RRRRUURRUSRRRRR,nulls+minors,RRRRUURRUSRRRRR
ERR8975110,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR8975122,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975148,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975151,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975158,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR8975190,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR8975195,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR8975210,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975257,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975359,basic,SSSSSUSSSUUUUUU,nulls,SSSSSUSSSUUUUUU,nulls+minors,SSSSSUSSSUUUUUU
ERR8975363,basic,SSSSUSSSUSSUSSS,nulls,SSSSUSSSUSSUSSS,nulls+minors,SSSSUSSSUSSUSSS
ERR8975415,basic,SSSSSSUUSUSSSSS,nulls,SSSSSSUUSUSSSSS,nulls+minors,SSSSSSUUSUSSSSS
ERR8975419,basic,RSSSSSSSSSSRUSS,nulls,RSSSSSSSSSSRUSS,nulls+minors,RSSSSSSSSSSRUSS
ERR8975448,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975451,basic,USSSSSSSSUSSSSS,nulls,USSSSSSSSUSSSSS,nulls+minors,USSSSSSSSUSSSSS
ERR8975454,basic,RUSSSSSSSUSSRSS,nulls,RUSSSSSSSUSSRSS,nulls+minors,RUSSSSSSSUSSRSS
ERR8975456,basic,USSSSSUUSSSSSSS,nulls,USSSSSUUSSSSSSS,nulls+minors,USSSSSUUSSSSSSS
ERR8975481,basic,SSSSSSSSSSSSUSS,nulls,SSSSSSSSSSSSUSS,nulls+minors,SSSSSSSSSSSSUSS
ERR8975482,basic,SSSSSSSSSSUUSUU,nulls,SSSSSSSSSSUUSUU,nulls+minors,SSSSSSSSSSUUSUU
ERR8975509,basic,RRSRSSRRSSSRRSS,nulls,RRSRSSRRSSSRRSS,nulls+minors,RRSRSRRRSSSRRSS
ERR8975510,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975515,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR8975517,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8975520,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR8975529,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975531,basic,RRRRSSRRSSRRURR,nulls,RRRRSSRRSSRRURR,nulls+minors,RRRRSSRRSSRRURR
ERR8975539,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975543,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975593,basic,SSSSSSSSSSUSSUS,nulls,SSSSSSSSSSUSSUS,nulls+minors,SSSSSSSSSSUSSUS
ERR8975622,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975630,basic,SSSSUSSSUSSSSSS,nulls,SSSSUSSSUSSSSSS,nulls+minors,SSSSUSSSUSSSSSS
ERR8975642,basic,RRRRRSRRRSSRUSS,nulls,RRRRRSRRRSSRUSS,nulls+minors,RRRRRSRRRSSRUSS
ERR8975648,basic,RRRRSSRRUSSRRSS,nulls,RRRRSSRRUSSRRSS,nulls+minors,RRRRSRRRUSSRRSS
ERR8975658,basic,SRSSSSSSSUSSSSS,nulls,SRSSSSSSSUSSSSS,nulls+minors,SRSSSSSSSUSSSSS
ERR8975663,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSRRSSSSSSS
ERR8975668,basic,RRRRRSRRRUSRRSS,nulls,RRRRRSRRRUSRRSS,nulls+minors,RRRRRSRRRUSRRSS
ERR8975672,basic,SRSSRSUURUSUSSS,nulls,SRSSRSUURUSUSSS,nulls+minors,SRSSRSUURUSUSSS
ERR8975687,basic,RSSSSSSSSSSSSSS,nulls,RSSSSSSSSSSSSSS,nulls+minors,RRRRSSRRSSRRRRR
ERR8975688,basic,RRRRRSRRRSSURSS,nulls,RRRRRSRRRSSURSS,nulls+minors,RRRRRSRRRSSURSS
ERR8975691,basic,RSRRSSRRSSSRSSS,nulls,RSRRSSRRSSSRSSS,nulls+minors,RSRRSSRRSSSRSSS
ERR8975703,basic,SRSSRSSSRSUUSUU,nulls,SRSSRSSSRSUUSUU,nulls+minors,SRSSRSSSRSUUSUU
ERR8975716,basic,SRSSRSUSRSSSSSS,nulls,SRSSRSUSRSSSSSS,nulls+minors,SRSSRSUSRSSSSSS
ERR8975718,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR8975732,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR8975743,basic,RRRRUSRRUSRRRRR,nulls,RRRRUSRRUSRRRRR,nulls+minors,RRRRUSRRUSRRRRR
ERR8975757,basic,SRSSSSUSSSSSSSS,nulls,SRSSSSUSSSSSSSS,nulls+minors,SRSSSSUSSSSSSSS
ERR8975758,basic,RRRRSSRRSUSRSSS,nulls,RRRRSSRRSUSRSSS,nulls+minors,RRRRSSRRSUSRSSS
ERR8975760,basic,RRRUUSRRUURRRRR,nulls,RRRUUSRRUURRRRR,nulls+minors,RRRURSRRUURRRRR
ERR8975762,basic,RRRRRSRRRSSRUSS,nulls,RRRRRSRRRSSRUSS,nulls+minors,RRRRRSRRRSSRUSS
ERR8975764,basic,RRRRRRRRRSRURRS,nulls,RRRRRRRRRSRURRS,nulls+minors,RRRRRRRRRSRURRS
ERR8975771,basic,RSSSSSSSSSSRRSS,nulls,RSSSSSSSSSSRRSS,nulls+minors,RSSSSSSSSSSRRSS
ERR8975776,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8975780,basic,RRSSSSRRSSSUUSS,nulls,RRSSSSRRSSSUUSS,nulls+minors,RRSSSSRRSSSUUSS
ERR8975790,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8975791,basic,RRSSSSRRSSRUURR,nulls,RRSSSSRRSSRUURR,nulls+minors,RRSSSSRRSSRUURR
ERR8975800,basic,RRRRRRRRRSRRRRR,nulls,RRRRRRRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR8975802,basic,RRRSSSSSUSRRRRR,nulls,RRRSSSSSUSRRRRR,nulls+minors,RRRSSSSSUSRRRRR
ERR8975808,basic,RRURRSRRRURRURR,nulls,RRURRSRRRURRURR,nulls+minors,RRURRSRRRURRURR
ERR8975816,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR8975831,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975838,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975842,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975848,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8975858,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975869,basic,SSSSSSSSSSSUUSS,nulls,SSSSSSSSSSSUUSS,nulls+minors,SSSSSSSSSSSUUSS
ERR8975911,basic,RRSSSSSSUSSSRSS,nulls,RRSSSSSSUSSSRSS,nulls+minors,RRSSSSSSUSSSRSS
ERR8975916,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRSRRRSRRRRR
ERR8975919,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR8975920,basic,RRRRRSRRRSSRUSS,nulls,RRRRRSRRRSSRUSS,nulls+minors,RRRRRSRRRSSRUSS
ERR8975922,basic,SUSSSSUUSSSUUSS,nulls,SUSSSSUUSSSUUSS,nulls+minors,SUSSSSUUSSSUUSS
ERR8975923,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8975940,basic,RRRRUSRRUSRRRRR,nulls,RRRRUSRRUSRRRRR,nulls+minors,RRRRUSRRUSRRRRR
ERR8975942,basic,RRRRSSSSSUSRSSS,nulls,RRRRSSSSSUSRSSS,nulls+minors,RRRRSSSSSUSRSSS
ERR8975947,basic,SRSSSUSSSUUUUUU,nulls,SRSSSUSSSUUUUUU,nulls+minors,SRSSRUSSRUUUUUU
ERR8975949,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8975953,basic,RSSSSUSSSUSSRSS,nulls,RSSSSUSSSUSSRSS,nulls+minors,RSSSSUSSSUSSRSS
ERR8975976,basic,RRSSRSRRRSRUURR,nulls,RRSSRSRRRSRUURR,nulls+minors,RRSSRSRRRSRUURR
ERR8975977,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR8975991,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8976000,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR8976003,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8976006,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR8976008,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976011,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976013,basic,RRSRRUSSRSSRUSS,nulls,RRSRRUSSRSSRUSS,nulls+minors,RRSRRUSSRSSRUSS
ERR8976014,basic,RRRRRRRRRSRRRRR,nulls,RRRRRRRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR8976025,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976026,basic,RRRRSSRRSRRRRRR,nulls,RRRRSSRRSRRRRRR,nulls+minors,RRRRSSRRSRRRRRR
ERR8976028,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976029,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR8976032,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976035,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976046,basic,RRRRRSRRRSSRUSS,nulls,RRRRRSRRRSSRUSS,nulls+minors,RRRRRSRRRSSRUSS
ERR8976047,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSRRSSSSSSS
ERR8976049,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976051,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976057,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976058,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR8976059,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR8976074,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976083,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8976092,basic,RRSSRSRRRSRUURR,nulls,RRSSRSRRRSRUURR,nulls+minors,RRSSRSRRRSRUURR
ERR8976093,basic,SRSSSSSSSSRUSRR,nulls,SRSSSSSSSSRUSRR,nulls+minors,SRSSSSSSSSRUSRR
ERR8976094,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSRRRSSRRRRR
ERR8976100,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR8976115,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR8976118,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR9119126,basic,SUSSSSSSSSSUUSS,nulls,SUSSSSSSSSSUUSS,nulls+minors,SUSSSSSSSSSUUSS
ERR9119127,basic,SSSUSSSSSSSUSSS,nulls,SSSUSSSSSSSUSSS,nulls+minors,SSSUSSSSSSSUSSS
ERR9119128,basic,SSSSSSSSSSUSSUS,nulls,SSSSSSSSSSUSSUS,nulls+minors,SSSSSSSSSSUSSUS
ERR9119129,basic,SSSSSSSSSUSUSSS,nulls,SSSSSSSSSUSUSSS,nulls+minors,SSSSSSSSSUSUSSS
ERR9119130,basic,SSSSSSUUSSUSSUS,nulls,SSSSSSUUSSUSSUS,nulls+minors,SSSSSSUUSSUSSUS
ERR9119131,basic,SUSSSUSSSSSSUSU,nulls,SUSSSUSSSSSFUSU,nulls+minors,SUSSSUSSSSSFUSU
ERR9119665,basic,RRRRSSSSSUSRRRS,nulls,RRRRSSSSSUSRRRS,nulls+minors,RRRRSSSSSUSRRRS
ERR9121205,basic,SSSSSUSSSSSSSSS,nulls,SSSSSUSSSSSSSSS,nulls+minors,SSSSSUSSSSSSSSS
ERR9121240,basic,SSRSSSUUSRSUSSU,nulls,SSRSSSUUSRSUSSU,nulls+minors,SSRSSSUUSRSUSSU
ERR9121538,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR9121655,basic,SSSSSUSSSUSSSSS,nulls,SSSSSUSSSUSSSSS,nulls+minors,SSSSSUSSSUSSSSS
ERR9121714,basic,SSSSSSSSSRSSSSS,nulls,SSSSSSSSSRSFSSS,nulls+minors,SSSSSSSSSRSFSSS
ERR9121745,basic,SSRSSSUUSRUSSUS,nulls,SSRSSSUUSRUSSUS,nulls+minors,SSRSSSUUSRUSSUS
ERR9121747,basic,RRRRSSRRSURSRRS,nulls,RRRRSSRRSURSRRS,nulls+minors,RRRRSSRRSURSRRS
ERR9125036,basic,RRSRSSRRSSURRUU,nulls,RRSRSSRRSSURRUU,nulls+minors,RRSRSSRRSSURRUU
